OrgCode,Unit,CourtType,LocationId,Circuit,District,MainOffice,OfficeName,Url,Phone,Fax,Opens,Closes,LunchStart,LunchEnd,HasPublicLibrary,Longitude,Latitude,Room,BuildingName,BuildingAddress,BuildingCity,BuildingState,BuildingZip,LocationGroup,Address,EJurorUrl,JuryServiceUrl,ECFurl,ECFUrl2,MailBox,MailZip
D05TXSC,DC,"District Court",782,05,TXS,0,"Texas Southern District Court",http://www.txs.uscourts.gov,956-723-3542,956-726-2289,,,,,0,-99.508462,27.507855,"1st Floor","United States Courthouse","1300 Victoria Street",Laredo,TX,78040,"United States Courthouse","United States Courthouse
1300 Victoria Street
Laredo, TX 78040
",https://ejuror1.uscourts.gov/ejuror-txsd/TransportRoom?servlet=login,http://www.txs.uscourts.gov/jurors/,https://ecf.txsd.uscourts.gov,,,
D05TXSC,DC,"District Court",783,05,TXS,0,"Texas Southern District Court",http://www.txs.uscourts.gov,956-618-8065,956-618-8068,,,,,0,-98.239049,26.190066,1011,"Bentsen Tower","1701 West Business Highway 83",McAllen,TX,78501,"Bentsen Tower","Bentsen Tower
1701 West Business Highway 83
McAllen, TX 78501
",https://ejuror1.uscourts.gov/ejuror-txsd/TransportRoom?servlet=login,http://www.txs.uscourts.gov/jurors/,https://ecf.txsd.uscourts.gov,,,
D05TXSC,DC,"District Court",784,05,TXS,0,"Texas Southern District Court",http://www.txs.uscourts.gov,361-788-5000,361-788-5045,,,,,0,-97.0066554,28.7968569,406,"Martin Luther King United States Post Office and Courthouse","312 South Main Street",Victoria,TX,77901,"Martin Luther King United States Post Office and Courthouse","Martin Luther King United States Post Office and Courthouse
312 South Main Street
Victoria, TX 77901
",https://ejuror1.uscourts.gov/ejuror-txsd/TransportRoom?servlet=login,http://www.txs.uscourts.gov/jurors/,https://ecf.txsd.uscourts.gov,,,
D05TXSP,DP,"Probation/Pretrial Services",785,05,TXS,0,"Texas Southern Probation Office",http://www.txs.uscourts.gov,956-548-2522,956-548-2710,,,,,0,-97.496942,25.909964,1049,"Federal Building and United States Courthouse","600 East Harrison Street",Brownsville,TX,78520,"Federal Building and United States Courthouse","Federal Building and United States Courthouse
600 East Harrison Street
Brownsville, TX 78520
",,,,,,
D05TXSP,DP,"Probation/Pretrial Services",786,05,TXS,0,"Texas Southern Probation Office",http://www.txs.uscourts.gov,361-888-3145,361-888-3518,,,,,0,-97.391975,27.802417,"Suite 124","United States Courthouse","1133 North Shoreline Boulevard","Corpus Christi",TX,78401,"United States Courthouse","United States Courthouse
1133 North Shoreline Boulevard
Corpus Christi, TX 78401
",,,,,,
D05TXSP,DP,"Probation/Pretrial Services",787,05,TXS,0,"Texas Southern Probation Office",http://www.txs.uscourts.gov,409-766-3733,409-766-3739,,,,,0,-94.795620,29.303061,401,"United States Courthouse","601 25th Street",Galveston,TX,77550,"United States Courthouse","United States Courthouse
601 25th Street
Galveston, TX 77550
",,,,,,
D05TXSP,DP,"Probation/Pretrial Services",788,05,TXS,1,"Texas Southern Probation Office",http://www.txs.uscourts.gov,713-250-5266,713-250-5092,,,,,0,-95.3676425,29.7609432,2301,"Bob Casey United States Courthouse","515 Rusk Street",Houston,TX,77002-2600,"Bob Casey United States Courthouse","Bob Casey United States Courthouse
515 Rusk Street
Houston, TX 77002-2600
",,,,,"PO Box 61207",77208
D05TXSP,DP,"Probation/Pretrial Services",789,05,TXS,0,"Texas Southern Probation Office",http://www.txs.uscourts.gov,956-726-2255,956-726-2915,,,,,0,-99.508462,27.507855,2111,"United States Courthouse","1300 Victoria Street",Laredo,TX,78040,"United States Courthouse","United States Courthouse
1300 Victoria Street
Laredo, TX 78040
",,,,,,
D05TXSP,DP,"Probation/Pretrial Services",790,05,TXS,0,"Texas Southern Probation Office",http://www.txs.uscourts.gov,956-618-8035,956-618-8038,,,,,0,-98.239049,26.190066,"Suite 729","Bentsen Tower","1701 West Business Highway 83",McAllen,TX,78501,"Bentsen Tower","Bentsen Tower
1701 West Business Highway 83
McAllen, TX 78501
",,,,,,
D05TXSP,DP,"Probation/Pretrial Services",792,05,TXS,0,"Texas Southern Probation Office",http://www.txs.uscourts.gov,361-579-6640,361-579-0330,,,,,0,-97.0066554,28.7968569,302,"Martin Luther King United States Post Office and Courthouse","312 South Main Street",Victoria,TX,77901,"Martin Luther King United States Post Office and Courthouse","Martin Luther King United States Post Office and Courthouse
312 South Main Street
Victoria, TX 77901
",,,,,,
D05TXWC,DC,"District Court",798,05,TXW,0,"Texas Western District Court",http://www.txwd.uscourts.gov,432-837-7323,432-837-9231,,,,,0,-103.669969,30.380237,"1st Floor","United States Courthouse","2450 North Highway 118",Alpine,TX,79830-2026,"United States Courthouse","United States Courthouse
2450 North Highway 118
Alpine, TX 79830-2026
",https://ejuror1.uscourts.gov/ejuror-txwd/TransportRoom?servlet=login,https://www.txwd.uscourts.gov/jury-information/jury-service-general-information/index.html,https://ecf.txwd.uscourts.gov,,,
D05TXWC,DC,"District Court",799,05,TXW,0,"Texas Western District Court",http://www.txwd.uscourts.gov,512-916-5896,512-916-5894,,,,,0,-97.7477417,30.2684235,,"United States Courthouse","501 West 5th Street",Austin,TX,78701,"United States Courthouse","United States Courthouse
501 West 5th Street
Austin, TX 78701
",https://ejuror1.uscourts.gov/ejuror-txwd/TransportRoom?servlet=login,https://www.txwd.uscourts.gov/jury-information/jury-service-general-information/index.html,https://ecf.txwd.uscourts.gov,,,
D05TXWC,DC,"District Court",800,05,TXW,0,"Texas Western District Court",http://www.txwd.uscourts.gov,830-703-2054,830-703-2071,,,,,0,-100.899613,29.361200,L100,"United States Courthouse","111 East Broadway Street","Del Rio",TX,78840,"United States Courthouse","United States Courthouse
111 East Broadway Street
Del Rio, TX 78840
",https://ejuror1.uscourts.gov/ejuror-txwd/TransportRoom?servlet=login,https://www.txwd.uscourts.gov/jury-information/jury-service-general-information/index.html,https://ecf.txwd.uscourts.gov,,,
D05TXWC,DC,"District Court",801,05,TXW,0,"Texas Western District Court",http://www.txwd.uscourts.gov,915-534-6725,915-534-6722,,,,,0,-106.4829986,31.7592713,105,"Albert Armendariz, Sr. United States Courthouse","525 Magoffin Avenue","El Paso",TX,79901,"Albert Armendariz, Sr. United States Courthouse","Albert Armendariz, Sr. United States Courthouse
525 Magoffin Avenue
El Paso, TX 79901
",https://ejuror1.uscourts.gov/ejuror-txwd/TransportRoom?servlet=login,https://www.txwd.uscourts.gov/jury-information/jury-service-general-information/index.html,https://ecf.txwd.uscourts.gov,,,
D05TXWC,DC,"District Court",802,05,TXW,0,"Texas Western District Court",http://www.txwd.uscourts.gov,432-686-4001,432-686-4013,,,,,0,-102.073182,31.997565,107,"George H.W. Bush and George W. Bush U.S. Courthouse","200 East Wall Street",Midland,TX,79701,"George H.W. Bush and George W. Bush U.S. Courthouse","George H.W. Bush and George W. Bush U.S. Courthouse
200 East Wall Street
Midland, TX 79701
",https://ejuror1.uscourts.gov/ejuror-txwd/TransportRoom?servlet=login,https://www.txwd.uscourts.gov/jury-information/jury-service-general-information/index.html,https://ecf.txwd.uscourts.gov,,,
D05TXWC,DC,"District Court",803,05,TXW,0,"Texas Western District Court",http://www.txwd.uscourts.gov,432-445-4228,432-445-9859,,,,,0,-103.493842,31.424835,"1st Floor","Lucius D. Bunton, III United States Courthouse","410 South Cedar Street",Pecos,TX,79772,"Lucius D. Bunton, III United States Courthouse","Lucius D. Bunton, III United States Courthouse
410 South Cedar Street
Pecos, TX 79772
",https://ejuror1.uscourts.gov/ejuror-txwd/TransportRoom?servlet=login,https://www.txwd.uscourts.gov/jury-information/jury-service-general-information/index.html,https://ecf.txwd.uscourts.gov,,,
D05TXWC,DC,"District Court",804,05,TXW,1,"Texas Western District Court",http://www.txwd.uscourts.gov,210-472-6550,210-472-6513,,,,,0,-98.4980447,29.4229911,"Suite 1-400",,"262 W. Nueva St.","San Antonio",TX,78207,"262 W. Nueva St.","262 W. Nueva St.
San Antonio, TX 78207
",https://ejuror1.uscourts.gov/ejuror-txwd/TransportRoom?servlet=login,https://www.txwd.uscourts.gov/jury-information/jury-service-general-information/index.html,https://ecf.txwd.uscourts.gov,,,
D05TXWC,DC,"District Court",805,05,TXW,0,"Texas Western District Court",http://www.txwd.uscourts.gov,254-750-1501,254-750-1507,,,,,0,-97.133528,31.553673,"3rd Floor","United States Courthouse","800 Franklin Avenue",Waco,TX,76701,"United States Courthouse","United States Courthouse
800 Franklin Avenue
Waco, TX 76701
",https://ejuror1.uscourts.gov/ejuror-txwd/TransportRoom?servlet=login,https://www.txwd.uscourts.gov/jury-information/jury-service-general-information/index.html,https://ecf.txwd.uscourts.gov,,,
D05TXWP,DP,"Probation/Pretrial Services",806,05,TXW,0,"Texas Western Probation Office",http://www.txwp.uscourts.gov,432-837-3578,432-837-7435,,,,,0,-103.669969,30.380237,,"United States Courthouse","2450 North Highway 118",Alpine,TX,79830-2026,"United States Courthouse","United States Courthouse
2450 North Highway 118
Alpine, TX 79830-2026
",,,,,,
D05TXWP,DP,"Probation/Pretrial Services",807,05,TXW,0,"Texas Western Probation Office",http://www.txwp.uscourts.gov,512-916-5761,512-916-5766,,,,,0,-97.7477417,30.2684235,"Suite 2100","United States Courthouse","501 West 5th Street",Austin,TX,78701,"United States Courthouse","United States Courthouse
501 West 5th Street
Austin, TX 78701
",,,,,,
D05TXWP,DP,"Probation/Pretrial Services",808,05,TXW,0,"Texas Western Probation Office",http://www.txwp.uscourts.gov,830-703-2089,830-703-2092,,,,,0,-100.899613,29.361200,200,"United States Courthouse","111 East Broadway Street","Del Rio",TX,78840,"United States Courthouse","United States Courthouse
111 East Broadway Street
Del Rio, TX 78840
",,,,,"PO Box 1265",78841
D05TXWP,DP,"Probation/Pretrial Services",809,05,TXW,0,"Texas Western Probation Office",http://www.txwp.uscourts.gov,915-585-6500,915-585-6521,,,,,0,-106.482742,31.759220,"Suite 500","Richard C. White Federal Building","700 East San Antonio Avenue","El Paso",TX,79901,"Richard C. White Federal Building","Richard C. White Federal Building
700 East San Antonio Avenue
El Paso, TX 79901
",,,,,,
D05TXWP,DP,"Probation/Pretrial Services",810,05,TXW,0,"Texas Western Probation Office",http://www.txwp.uscourts.gov,432-686-4060,432-686-4077,,,,,0,-102.074400,31.997521,"Suite P-111","George Mahon Federal Building","100 East Wall Street",Midland,TX,79701,"George Mahon Federal Building","George Mahon Federal Building
100 East Wall Street
Midland, TX 79701
",,,,,,
D05TXWP,DP,"Probation/Pretrial Services",811,05,TXW,0,"Texas Western Probation Office",http://www.txwp.uscourts.gov,432-445-2971,432-445-7009,,,,,0,-103.493842,31.424835,,"Lucius D. Bunton, III United States Courthouse","410 South Cedar Street",Pecos,TX,79772,"Lucius D. Bunton, III United States Courthouse","Lucius D. Bunton, III United States Courthouse
410 South Cedar Street
Pecos, TX 79772
",,,,,,
D05TXWP,DP,"Probation/Pretrial Services",812,05,TXW,1,"Texas Western Probation Office",http://www.txwp.uscourts.gov,210-472-6590,210-472-6599,,,,,0,-98.4980447,29.4229911,"Suite 1-100",,"262 W. Nueva St.","San Antonio",TX,78207,"262 W. Nueva St.","262 W. Nueva St.
San Antonio, TX 78207
",,,,,,
D05TXWP,DP,"Probation/Pretrial Services",813,05,TXW,0,"Texas Western Probation Office",http://www.txwp.uscourts.gov,254-750-1550,254-750-1560,,,,,0,-97.133528,31.553673,100,"United States Courthouse","800 Franklin Avenue",Waco,TX,76701,"United States Courthouse","United States Courthouse
800 Franklin Avenue
Waco, TX 76701
",,,,,,
D05TXWS,DS,"Probation/Pretrial Services",814,05,TXW,0,"Texas Western Pretrial Services",http://www.txwp.uscourts.gov/usps,432-837-3578,432-837-7435,,,,,0,-103.669969,30.380237,"1st Floor","United States Courthouse","2450 North Highway 118",Alpine,TX,79830-2026,"United States Courthouse","United States Courthouse
2450 North Highway 118
Alpine, TX 79830-2026
",,,,,,
D05TXWS,DS,"Probation/Pretrial Services",815,05,TXW,0,"Texas Western Pretrial Services",http://www.txwp.uscourts.gov/usps,512-916-5297,512-916-5299,,,,,0,-97.7477417,30.2684235,"Suite 3200","United States Courthouse","501 West 5th Street",Austin,TX,78701,"United States Courthouse","United States Courthouse
501 West 5th Street
Austin, TX 78701
",,,,,,
D05TXWS,DS,"Probation/Pretrial Services",816,05,TXW,0,"Texas Western Pretrial Services",http://www.txwp.uscourts.gov/usps,830-703-2096,830-703-2098,,,,,0,-100.899613,29.361200,"Suite A103","United States Courthouse","111 East Broadway Street","Del Rio",TX,78840,"United States Courthouse","United States Courthouse
111 East Broadway Street
Del Rio, TX 78840
",,,,,,
D05TXWS,DS,"Probation/Pretrial Services",817,05,TXW,0,"Texas Western Pretrial Services",http://www.txwp.uscourts.gov/usps,915-534-6758,915-534-6968,,,,,0,-106.484656,31.758736,237,"United States Courthouse","511 East San Antonio Avenue","El Paso",TX,79901,"United States Courthouse","United States Courthouse
511 East San Antonio Avenue
El Paso, TX 79901
",,,,,,
D05TXWS,DS,"Probation/Pretrial Services",818,05,TXW,0,"Texas Western Pretrial Services",http://www.txwp.uscourts.gov/usps,432-570-0014,432-570-0015,,,,,0,-102.074400,31.997521,P-109,"George Mahon Federal Building","100 East Wall Street",Midland,TX,79701,"George Mahon Federal Building","George Mahon Federal Building
100 East Wall Street
Midland, TX 79701
",,,,,,
D05TXWS,DS,"Probation/Pretrial Services",819,05,TXW,0,"Texas Western Pretrial Services",http://www.txwp.uscourts.gov/usps,432-445-2578,432-445-7411,,,,,0,-103.493842,31.424835,,"Lucius D. Bunton, III United States Courthouse","410 South Cedar Street",Pecos,TX,79772,"Lucius D. Bunton, III United States Courthouse","Lucius D. Bunton, III United States Courthouse
410 South Cedar Street
Pecos, TX 79772
",,,,,,
D05TXWS,DS,"Probation/Pretrial Services",820,05,TXW,1,"Texas Western Pretrial Services",http://www.txwp.uscourts.gov/usps,210-472-4053,210-472-4052,,,,,0,-98.4980447,29.4229911,"Suite 1-200",,"262 W. Nueva St.","San Antonio",TX,78207,"262 W. Nueva St.","262 W. Nueva St.
San Antonio, TX 78207
",,,,,,
D05TXWS,DS,"Probation/Pretrial Services",821,05,TXW,0,"Texas Western Pretrial Services",http://www.txwp.uscourts.gov/usps,254-750-1525,254-750-1530,,,,,0,-97.133528,31.553673,245,"United States Courthouse","800 Franklin Avenue",Waco,TX,76701,"United States Courthouse","United States Courthouse
800 Franklin Avenue
Waco, TX 76701
",,,,,,
D06KYEC,DC,"District Court",822,06,KYE,0,"Kentucky Eastern District Court",http://www.kyed.uscourts.gov,606-329-8652,606-329-2012,,,,,0,-82.640968,38.480742,"3rd Floor","Carl D. Perkins Federal Building","1405 Greenup Avenue",Ashland,KY,41101-7542,"Carl D. Perkins Federal Building","Carl D. Perkins Federal Building
1405 Greenup Avenue
Ashland, KY 41101-7542
",https://ejuror2.uscourts.gov/ejuror-kyed/TransportRoom?servlet=login,http://www.kyed.uscourts.gov/?q=jury-information1,https://ecf.kyed.uscourts.gov,,,
D06KYEC,DC,"District Court",823,06,KYE,0,"Kentucky Eastern District Court",http://www.kyed.uscourts.gov,859-392-7925,859-392-7929,,,,,0,-84.511825,39.085669,"2nd Floor","United States Courthouse","35 West Fifth Street",Covington,KY,41011,"United States Courthouse","United States Courthouse
35 West Fifth Street
Covington, KY 41011
",https://ejuror2.uscourts.gov/ejuror-kyed/TransportRoom?servlet=login,http://www.kyed.uscourts.gov/?q=jury-information1,https://ecf.kyed.uscourts.gov,,,
D06KYEC,DC,"District Court",824,06,KYE,0,"Kentucky Eastern District Court",http://www.kyed.uscourts.gov,502-223-5225,502-223-3436,,,,,0,-84.877836,38.200055,"3rd Floor","John C. Watts Federal Building","330 West Broadway",Frankfort,KY,40601-1922,"John C. Watts Federal Building","John C. Watts Federal Building
330 West Broadway
Frankfort, KY 40601-1922
",https://ejuror2.uscourts.gov/ejuror-kyed/TransportRoom?servlet=login,http://www.kyed.uscourts.gov/?q=jury-information1,https://ecf.kyed.uscourts.gov,,,
D06KYEC,DC,"District Court",825,06,KYE,1,"Kentucky Eastern District Court",http://www.kyed.uscourts.gov,859-233-2503,859-233-2470,,,,,0,-84.495569,38.047413,206,"United States Courthouse and Post Office","101 Barr Street",Lexington,KY,40507-1313,"United States Courthouse and Post Office","United States Courthouse and Post Office
101 Barr Street
Lexington, KY 40507-1313
",https://ejuror2.uscourts.gov/ejuror-kyed/TransportRoom?servlet=login,http://www.kyed.uscourts.gov/?q=jury-information1,https://ecf.kyed.uscourts.gov,,,
D06KYEC,DC,"District Court",826,06,KYE,0,"Kentucky Eastern District Court",http://www.kyed.uscourts.gov,606-877-7910,606-877-7915,,,,,0,-84.0817994,37.1268404,"1st Floor","London Courthouse Annex","310 South Main Street",London,KY,40741,"London Courthouse Annex","London Courthouse Annex
310 South Main Street
London, KY 40741
",https://ejuror2.uscourts.gov/ejuror-kyed/TransportRoom?servlet=login,http://www.kyed.uscourts.gov/?q=jury-information1,https://ecf.kyed.uscourts.gov,,,
D06KYEC,DC,"District Court",827,06,KYE,0,"Kentucky Eastern District Court",http://www.kyed.uscourts.gov,606-437-6160,606-432-5964,,,,,0,-82.515750,37.481851,"2nd Floor","Federal Building","110 Main Street",Pikeville,KY,41501-1163,"Federal Building","Federal Building
110 Main Street
Pikeville, KY 41501-1163
",https://ejuror2.uscourts.gov/ejuror-kyed/TransportRoom?servlet=login,http://www.kyed.uscourts.gov/?q=jury-information1,https://ecf.kyed.uscourts.gov,,,
D06KYEP,DP,"Probation/Pretrial Services",828,06,KYE,0,"Kentucky Eastern Probation Office",http://www.kyep.uscourts.gov,606-329-0339,606-432-0955,,,,,0,-82.640968,38.480742,314,"Carl D. Perkins Federal Building","1405 Greenup Avenue",Ashland,KY,41101-7542,"Carl D. Perkins Federal Building","Carl D. Perkins Federal Building
1405 Greenup Avenue
Ashland, KY 41101-7542
",,,,,,
D06KYEP,DP,"Probation/Pretrial Services",829,06,KYE,0,"Kentucky Eastern Probation Office",http://www.kyep.uscourts.gov,859-392-7934,859-392-7940,,,,,0,-84.511825,39.085669,116,"United States Courthouse","35 West Fifth Street",Covington,KY,41011,"United States Courthouse","United States Courthouse
35 West Fifth Street
Covington, KY 41011
",,,,,,
D06KYEP,DP,"Probation/Pretrial Services",830,06,KYE,0,"Kentucky Eastern Probation Office",http://www.kyep.uscourts.gov,502-227-4667,502-875-0136,,,,,0,-84.877836,38.200055,105,"John C. Watts Federal Building","330 West Broadway",Frankfort,KY,40601-1922,"John C. Watts Federal Building","John C. Watts Federal Building
330 West Broadway
Frankfort, KY 40601-1922
",,,,,,
D06KYEP,DP,"Probation/Pretrial Services",831,06,KYE,0,"Kentucky Eastern Probation Office",http://www.kyep.uscourts.gov,859-233-2646,859-233-2496,,,,,0,-84.497971,38.045671,"Suite 600","Community Trust Building","100 East Vine Street",Lexington,KY,40507-1442,"Community Trust Building","Community Trust Building
100 East Vine Street
Lexington, KY 40507-1442
",,,,,,
D06KYEP,DP,"Probation/Pretrial Services",832,06,KYE,1,"Kentucky Eastern Probation Office",http://www.kyep.uscourts.gov,606-877-7920,606-877-7925,,,,,0,-84.0817994,37.1268404,248,"London Courthouse Annex","310 South Main Street",London,KY,40741,"London Courthouse Annex","London Courthouse Annex
310 South Main Street
London, KY 40741
",,,,,,
D06KYEP,DP,"Probation/Pretrial Services",833,06,KYE,0,"Kentucky Eastern Probation Office",http://www.kyep.uscourts.gov,606-437-6320,606-432-0955,,,,,0,-82.516087,37.481337,611,"BB&T Building","164 Main Street",Pikeville,KY,41501-1179,"BB&T Building","BB&T Building
164 Main Street
Pikeville, KY 41501-1179
",,,,,,
D06KYWC,DC,"District Court",834,06,KYW,0,"Kentucky Western District Court",http://www.kywd.uscourts.gov,270-393-2500,270-393-2519,,,,,0,-86.443253,36.995510,120,"Federal Building","241 East Main Street","Bowling Green",KY,42101-2141,"Federal Building","Federal Building
241 East Main Street
Bowling Green, KY 42101-2141
",https://ejuror2.uscourts.gov/ejuror-kywd/TransportRoom?servlet=login,http://www.kywd.uscourts.gov/jury-info,https://ecf.kywd.uscourts.gov,,,
D06KYWC,DC,"District Court",835,06,KYW,1,"Kentucky Western District Court",http://www.kywd.uscourts.gov,502-625-3500,502-625-3880,,,,,0,-85.761734,38.246352,"Suite 106","Gene Snyder United States Courthouse","601 West Broadway",Louisville,KY,40202-2238,"Gene Snyder United States Courthouse","Gene Snyder United States Courthouse
601 West Broadway
Louisville, KY 40202-2238
",https://ejuror2.uscourts.gov/ejuror-kywd/TransportRoom?servlet=login,http://www.kywd.uscourts.gov/jury-info,https://ecf.kywd.uscourts.gov,,,
D06KYWC,DC,"District Court",836,06,KYW,0,"Kentucky Western District Court",http://www.kywd.uscourts.gov,270-689-4400,270-689-4419,,,,,0,-87.113267,37.772326,126,"Federal Building","423 Frederica Street",Owensboro,KY,42301-3013,"Federal Building","Federal Building
423 Frederica Street
Owensboro, KY 42301-3013
",https://ejuror2.uscourts.gov/ejuror-kywd/TransportRoom?servlet=login,http://www.kywd.uscourts.gov/jury-info,https://ecf.kywd.uscourts.gov,,,
D06KYWC,DC,"District Court",837,06,KYW,0,"Kentucky Western District Court",http://www.kywd.uscourts.gov,270-415-6400,270-415-6419,,,,,0,-88.599313,37.086228,127,"Federal Building","501 Broadway Street",Paducah,KY,42001-6856,"Federal Building","Federal Building
501 Broadway Street
Paducah, KY 42001-6856
",https://ejuror2.uscourts.gov/ejuror-kywd/TransportRoom?servlet=login,http://www.kywd.uscourts.gov/jury-info,https://ecf.kywd.uscourts.gov,,,
D06KYWP,DP,"Probation/Pretrial Services",838,06,KYW,0,"Kentucky Western Probation Office",http://www.kywp.uscourts.gov,270-842-6109,270-781-8767,,,,,0,-86.44138,36.99363,,,"400 East Main Ave, Suite 200","Bowling Green",KY,42101,"400 East Main Ave, Suite 200","400 East Main Ave, Suite 200
Bowling Green, KY 42101
",,,,,,42104-6509
D06KYWP,DP,"Probation/Pretrial Services",840,06,KYW,1,"Kentucky Western Probation Office",http://www.kywp.uscourts.gov,502-681-1000,502-681-1100,,,,,0,-85.761734,38.246352,400,"Gene Snyder United States Courthouse","601 West Broadway",Louisville,KY,40202-2238,"Gene Snyder United States Courthouse","Gene Snyder United States Courthouse
601 West Broadway
Louisville, KY 40202-2238
",,,,,,
D06KYWP,DP,"Probation/Pretrial Services",841,06,KYW,0,"Kentucky Western Probation Office",http://www.kywp.uscourts.gov,270-684-2351,270-684-7270,,,,,0,-87.113267,37.772326,309,"Federal Building","423 Frederica Street",Owensboro,KY,42301-3013,"Federal Building","Federal Building
423 Frederica Street
Owensboro, KY 42301-3013
",,,,,,
D06KYWP,DP,"Probation/Pretrial Services",842,06,KYW,0,"Kentucky Western Probation Office",http://www.kywp.uscourts.gov,270-442-7824,270-442-3437,,,,,0,-88.600098,37.086121,"Suite 200","Fraternity Building","517 Broadway St.",Paducah,KY,42001,"Fraternity Building","Fraternity Building
517 Broadway St.
Paducah, KY 42001
",,,,,,
D06MIEC,DC,"District Court",843,06,MIE,0,"Michigan Eastern District Court",http://www.mied.uscourts.gov,734-741-2380,734-741-2065,,,,,0,-83.747310,42.279529,120,"Federal Building","200 East Liberty Street","Ann Arbor",MI,48104,"Federal Building","Federal Building
200 East Liberty Street
Ann Arbor, MI 48104
",https://ejuror2.uscourts.gov/ejuror-mied/TransportRoom?servlet=login,https://www.mied.uscourts.gov/index.cfm?pageFunction=juryReporting,https://ecf.mied.uscourts.gov,,"PO Box 8199",48107
D06MIEC,DC,"District Court",844,06,MIE,0,"Michigan Eastern District Court",http://www.mied.uscourts.gov,989-894-8800,989-894-8804,,,,,0,-83.887511,43.600061,304,"United States Post Office","1000 Washington Avenue","Bay City",MI,48706,"United States Post Office","United States Post Office
1000 Washington Avenue
Bay City, MI 48706
",https://ejuror2.uscourts.gov/ejuror-mied/TransportRoom?servlet=login,https://www.mied.uscourts.gov/index.cfm?pageFunction=juryReporting,https://ecf.mied.uscourts.gov,,"PO Box 913",48707
D06MIEC,DC,"District Court",845,06,MIE,1,"Michigan Eastern District Court",http://www.mied.uscourts.gov,313-234-5005,313-234-5016,,,,,0,-83.049767,42.330856,"5th Floor","Theodore Levin United States Courthouse","231 West Lafayette Boulevard",Detroit,MI,48226,"Theodore Levin United States Courthouse","Theodore Levin United States Courthouse
231 West Lafayette Boulevard
Detroit, MI 48226
",https://ejuror2.uscourts.gov/ejuror-mied/TransportRoom?servlet=login,https://www.mied.uscourts.gov/index.cfm?pageFunction=juryReporting,https://ecf.mied.uscourts.gov,,,
D06MIEC,DC,"District Court",846,06,MIE,0,"Michigan Eastern District Court",http://www.mied.uscourts.gov,810-341-7840,810-341-7844,,,,,0,-83.692489,43.013804,"1st Floor","Federal Building","600 Church Street",Flint,MI,48502,"Federal Building","Federal Building
600 Church Street
Flint, MI 48502
",https://ejuror2.uscourts.gov/ejuror-mied/TransportRoom?servlet=login,https://www.mied.uscourts.gov/index.cfm?pageFunction=juryReporting,https://ecf.mied.uscourts.gov,,,
D06MIEP,DP,"Probation/Pretrial Services",847,06,MIE,0,"Michigan Eastern Probation Office",http://www.miep.uscourts.gov/,734-741-2075,734-741-2201,,,,,0,-83.747310,42.279529,120,"Federal Building","200 East Liberty Street","Ann Arbor",MI,48104,"Federal Building","Federal Building
200 East Liberty Street
Ann Arbor, MI 48104
",,,,,"PO Box 8289",48107
D06MIEP,DP,"Probation/Pretrial Services",848,06,MIE,0,"Michigan Eastern Probation Office",http://www.miep.uscourts.gov/,989-894-8830,989-894-8834,,,,,0,-83.887511,43.600061,317,"United States Post Office","1000 Washington Avenue","Bay City",MI,48706,"United States Post Office","United States Post Office
1000 Washington Avenue
Bay City, MI 48706
",,,,,"PO Box 649",48707
D06MIEP,DP,"Probation/Pretrial Services",849,06,MIE,1,"Michigan Eastern Probation Office",http://www.miep.uscourts.gov/,313-234-5400,313-234-5390,,,,,0,-83.049767,42.330856,901,"Theodore Levin United States Courthouse","231 West Lafayette Boulevard",Detroit,MI,48226,"Theodore Levin United States Courthouse","Theodore Levin United States Courthouse
231 West Lafayette Boulevard
Detroit, MI 48226
",,,,,,
D06MIEP,DP,"Probation/Pretrial Services",850,06,MIE,0,"Michigan Eastern Probation Office",http://www.miep.uscourts.gov/,810-341-7860,810-341-7869,,,,,0,-83.692489,43.013804,"Level LOWER","Federal Building","600 Church Street",Flint,MI,48502,"Federal Building","Federal Building
600 Church Street
Flint, MI 48502
",,,,,,
D06MIES,DS,"Probation/Pretrial Services",852,06,MIE,0,"Michigan Eastern Pretrial Services",http://www.miept.uscourts.gov,989-894-8835,989-894-8838,,,,,0,-83.887511,43.600061,321,"United States Post Office","1000 Washington Avenue","Bay City",MI,48706,"United States Post Office","United States Post Office
1000 Washington Avenue
Bay City, MI 48706
",,,,,"PO Box 843",48707-0843
D06MIES,DS,"Probation/Pretrial Services",853,06,MIE,1,"Michigan Eastern Pretrial Services",http://www.miept.uscourts.gov,313-234-5300,313-202-5922,8:30,5:00,,,0,-83.049767,42.330856,"Suite 384","Theodore Levin United States Courthouse","231 West Lafayette Boulevard",Detroit,MI,48226,"Theodore Levin United States Courthouse","Theodore Levin United States Courthouse
231 West Lafayette Boulevard
Detroit, MI 48226
",,,,,,
D06MIES,DS,"Probation/Pretrial Services",854,06,MIE,0,"Michigan Eastern Pretrial Services",http://www.miept.uscourts.gov,810-341-7870,810-341-7874,,,,,0,-83.692489,43.013804,G-21,"Federal Building","600 Church Street",Flint,MI,48502,"Federal Building","Federal Building
600 Church Street
Flint, MI 48502
",,,,,,
